Symbol,Company Name,Industry,Market Cap
LYRA,Lyra Therapeutics,Biotechnology,171537278
LYT,Lytus Technologies Holdings PTV. LTD.,Software-Application,188229120
LYTS,LSI Industries,Electrical Equipment,160729643
LYV,Live Nation Entertainment,Entertainment,18942994427
LZ,LegalZoom.com,Specialty Business Services,2218675200
LZB,La-Z-Boy,Household Durables,1053207608
M,Macy's,Multiline Retail,4847101434
MA,Mastercard,IT Services,3.09535E+11
MAA,Mid-America Apartment Communities,Equity Real Estate Investment Trusts ...,20814333896
MAAQ,Mana Capital Acquisition,Blank Check / SPAC,80681250
MAC,The Macerich Company,Equity Real Estate Investment Trusts ...,2005374460
MACA,Moringa Acquisition,Blank Check / SPAC,145876090
MACC,Mission Advancement,Blank Check / SPAC,421762490
MACK,Merrimack Pharmaceuticals,Biotechnology,78181460
MAG,MAG Silver,Metals & Mining,1238758900
MAIN,Main Street Capital,Capital Markets,2881214946
MAN,ManpowerGroup,Professional Services,4110563549
MANH,Manhattan Associates,Software,7398795722
MANT,ManTech International,IT Services,3906839975
MANU,Manchester United,Entertainment,1793033088
MAPS,WM Technology,Software-Application,571605823
MAQC,Maquia Capital Acquisition,Blank Check / SPAC,228866680
MAR,Marriott International,"Hotels, Restaurants & Leisure",45553332160
MARA,Marathon Digital Holdings,IT Services,588951871
MARK,Remark Holdings,Internet & Direct Marketing Retail,43261999
MARPS,Marine Petroleum Trust,"Oil, Gas & Consumable Fuels",14880000
MAS,Masco,Building Products,12176863193
MASI,Masimo,Health Care Equipment & Supplies,7543047552
MASS,908 Devices,Medical Devices,673374634
MAT,Mattel,Leisure Products,7783067630
MATW,Matthews International,Commercial Services & Supplies,898800944
MATX,Matson,Marine,2981414629
MAX,MediaAlpha,Internet Content & Information,622468031
MAXN,Maxeon Solar Technologies,Semiconductors & Semiconductor Equipment,568777461
MAXR,Maxar Technologies,Aerospace & Defense,1959243642
MAYS,J.W. Mays,Real Estate Management & Development,85529545
MBAC,M3-Brigade Acquisition II,Blank Check / SPAC,490000000
MBCN,Middlefield Banc,Banks,147113646
MBI,MBIA Inc.,Insurance,701077559
MBII,Marrone Bio Innovations,Chemicals,187849327
MBIN,Merchants Bancorp,Thrifts & Mortgage Finance,1001216892
MBIO,Mustang Bio,Biotechnology,60746207
MBOT,Microbot Medical,Health Care Equipment & Supplies,35611731
MBRX,Moleculin Biotech,Biotechnology,42010099
MBSC,M3-Brigade Acquisition III,Blank Check / SPAC,322529500
MBT,Mobile TeleSystems PJSC,Wireless Telecommunication Services,6986429950
MBTC,Nocturne Acquisition,Blank Check / SPAC,151516400
MBUU,Malibu Boats,Leisure Products,1087279339
MBWM,Mercantile Bank,Banks,517287010
MC,Moelis & Company,Capital Markets,2728608000
MCAA,Mountain & Co. I Acquisition,Blank Check / SPAC,290949979
MCAC,Monterey Capital Acquisition,Blank Check / SPAC,136090500
MCAE,Mountain Crest Acquisition III,Blank Check / SPAC,69725309
MCAF,Mountain Crest Acquisition IV,Blank Check / SPAC,74441375
MCAG,Mountain Crest Acquisition V,Blank Check / SPAC,88905115
MCB,Metropolitan Bank Holding,Banks,783852758
MCBC,Macatawa Bank,Banks,301092668
MCBS,MetroCity Bankshares,Banks,522545904
MCD,McDonald's,"Hotels, Restaurants & Leisure",1.87076E+11
MCFT,MasterCraft Boat Holdings,Leisure Products,380191294
MCG,Membership Collective Group,Lodging,1362315773
MCHP,Microchip Technology,Semiconductors & Semiconductor Equipment,31140775935
MCHX,Marchex,Media,62201139
MCK,McKesson,Health Care Providers & Services,47582486327
MCLD,mCloud Technologies,Software-Application,50819803
MCO,Moody's,Capital Markets,50720894725
MCRB,Seres Therapeutics,Biotechnology,334796352
MCRI,Monarch Casino & Resort,"Hotels, Restaurants & Leisure",1131750996
MCS,The Marcus Corporation,Entertainment,467182483
MCW,Mister Car Wash,Personal Services,3427764480
MCY,Mercury General,Insurance,2467336171
MD,MEDNAX,Health Care Providers & Services,1917135220
MDB,MongoDB,IT Services,18323617764
MDC,M.D.C. Holdings,Household Durables,2408128746
MDGL,Madrigal Pharmaceuticals,Biotechnology,1258639058
MDGS,Medigus,Health Care Equipment & Supplies,16181207
MDH,MDH Acquisition,Blank Check / SPAC,339135000
MDIA,Mediaco Holding,Broadcasting,19688848
MDJH,MDJM Ltd.,Real Estate Management & Development,26152445
MDLZ,Mondelez International,Food Products,87657496537
MDNA,Medicenna Therapeutics,Biotechnology,66438835
MDRR,Medalist Diversified REIT,Equity Real Estate Investment Trusts ...,14631040
MDRX,Allscripts Healthcare Solutions,Health Care Technology,1758863230
MDT,Medtronic plc.,Health Care Equipment & Supplies,1.21418E+11
MDU,MDU Resources Group,Multi-Utilities,5626722280
MDV,Modiv,REIT-Diversified,127582134
MDVL,MedAvail Holdings,Pharmaceutical Retailers,112184040
MDWD,MediWound,Pharmaceuticals,59321670
MDWT,Midwest Holding,Insurance-Life,44177959
MDXG,MiMedx Group,Biotechnology,404670206
MDXH,MDxHealth,Diagnostics & Research,135725774
ME,23andMe Holding Co.,Diagnostics & Research,1167849727
MEAC,Mercury Ecommerce Acquisition,Blank Check / SPAC,223038300
MEC,Mayville Engineering Company,Metals & Mining,162824303
MED,Medifast,Personal Products,2120477944
MEDP,Medpace Holdings,Life Sciences Tools & Services,4797028720
MEDS,TRxADE HEALTH,Pharmaceutical Retailers,13580524
MEG,Montrose Environmental Group,Media,997204286
MEI,Methode Electronics,"Electronic Equipment, Instruments & C...",1406132461
MEIP,MEI Pharma,Biotechnology,77228160
MEKA,MELI Kaszek Pioneer,Blank Check / SPAC,295615095
MELI,MercadoLibre,Internet & Direct Marketing Retail,33246961100
MEOA,Minority Equality Opportunities Acquisition,Blank Check / SPAC,161941884
MEOH,Methanex,Chemicals,2766743801
MERC,Mercer International,Paper & Forest Products,879562236
MESA,Mesa Air Group,Airlines,78405791
MESO,Mesoblast,Biotechnology,318722942
MET,MetLife,Insurance,51784957888
META,Meta Platforms,Interactive Media & Services,4.33092E+11
METC,Ramaco Resources,Metals & Mining,567142266
METX,Meten Edtechx Education Group,Education & Training Services,15737933
MF,Missfresh,Grocery Stores,65078659
MFA,MFA Financial,Mortgage Real Estate Investment Trust...,1142373238
MFC,Manulife Financial,Insurance,33609668601
MFG,Mizuho Financial Group,Banks,29021169663
MFGP,Micro Focus International,Software,1136852606
MFH,Mercurity Fintech Holding,Software,8722884
MFIN,Medallion Financial,Consumer Finance,162732108
MG,MISTRAS Group,Professional Services,184494813
MGA,Magna International,Auto Components,16457047007
MGEE,MGE Energy,Electric Utilities,2882222820
MGI,MoneyGram International,IT Services,984926968
MGIC,Magic Software Enterprises,Software,872384369
MGLD,The Marygold Companies,Asset Management,55205920
MGM,MGM Resorts International,"Hotels, Restaurants & Leisure",12781559790
MGNI,Magnite,Internet & Direct Marketing Retail,1191147263
MGNX,MacroGenics,Biotechnology,187067165
MGPI,MGP Ingredients,Beverages,2228250593
MGRC,McGrath RentCorp,Commercial Services & Supplies,1892124488
MGTA,Magenta Therapeutics,Biotechnology,77026952
MGTX,MeiraGTx Holdings,Biotechnology,338459999
MGY,Magnolia Oil & Gas,"Oil, Gas & Consumable Fuels",5577050107
MGYR,Magyar Bancorp,Thrifts & Mortgage Finance,84073677
MHH,Mastech Digital,Professional Services,172945563
MHK,Mohawk Industries,Household Durables,8194676675
MHLD,Maiden Holdings,Insurance,174117600
MHO,M/I Homes,Household Durables,1206234346
MHUA,Meihua International Medical Technologies Co.,Medical Instruments & Supplies,132159999
MIC,Macquarie Infrastructure,Transportation Infrastructure,356831486
MICS,The Singing Machine Company,Consumer Electronics,22898485
MICT,"MICT, Inc.",Aerospace & Defense,73295487
MIDD,The Middleby Corporation,Machinery,6889555966
MIGI,Mawson Infrastructure Group,Capital Markets,83364991
MILE,Metromile,Insurance-Property & Casualty,120142904
MIMO,Airspan Networks Holdings,Telecom Services,219901440
MIND,MIND Technology,Energy Equipment & Services,11855189
MINM,Minim,Communication Equipment,18291943
MIR,Mirion Technologies,Specialty Industrial Machinery,1180176508
MIRM,Mirum Pharmaceuticals,Biotechnology,638177144
MIRO,Miromatrix Medical,Biotechnology,67252782
MIST,Milestone Pharmaceuticals,Pharmaceuticals,175351118
MIT,Mason Industrial Technology,Blank Check / SPAC,609687480
MITA,Coliseum Acquisition,Blank Check / SPAC,182437480
MITC,MeaTech 3D,Packaged Foods,41250406
MITK,Mitek Systems,Software,418191295
MITO,Stealth BioTherapeutics,Biotechnology,18019407
MITQ,Moving iMage Technologies,Photographic and Photocopying Equipme...,12669228
MITT,AG Mortgage Investment Trust,Mortgage Real Estate Investment Trust...,166989520
MIXT,MiX Telematics,Software,183713152
MKC,McCormick & Company,Food Products,22180442099
MKD,Molecular Data,Chemicals,6905861
MKFG,Markforged Holding,Computer Hardware,347670494
MKL,Markel,Insurance,17934998651
MKSI,MKS Instruments,Semiconductors & Semiconductor Equipment,5361113504
MKTW,MarketWise,Software-Application,93859368
MKTX,MarketAxess Holdings,Capital Markets,9728754566
ML,MoneyLion,Software-Application,319512606
MLAB,Mesa Laboratories,Health Care Equipment & Supplies,1089770473
MLAC,Malacca Straits Acquisition Company,Blank Check / SPAC,182742696
MLAI,McLaren Technology Acquisition,Blank Check / SPAC,251813562
MLCO,Melco Resorts & Entertainment,"Hotels, Restaurants & Leisure",2844016638
MLI,Mueller Industries,Machinery,3031781077
MLKN,MillerKnoll,"Furnishings, Fixtures & Appliances",2001687795
MLM,Martin Marietta Materials,Construction Materials,18463305682
MLNK,MeridianLink,Software-Application,1422191605
MLP,Maui Land & Pineapple Company,Real Estate Management & Development,184047196
MLR,Miller Industries,Machinery,263839913
MLSS,Milestone Scientific,Health Care Equipment & Supplies,67097871
MLTX,MoonLake Immunotherapeutics,Shell Companies,193859400
MLVF,Malvern Bancorp,Banks,122764271
MMAT,Meta Materials,Electronic Components,375219520
MMC,Marsh & McLennan Companies,Insurance,78524440450
MMI,Marcus & Millichap,Real Estate Management & Development,1467689843
MMLP,Martin Midstream Partners,"Oil, Gas & Consumable Fuels",156180207
MMM,3M Company,Industrial Conglomerates,73118392194
MMMB,MamaMancini's Holdings,Food Products,50096200
MMP,"Magellan Midstream Partners,","Oil, Gas & Consumable Fuels",10193008594
MMS,Maximus,IT Services,3905853889
MMSI,Merit Medical Systems,Health Care Equipment & Supplies,3115160280
MMX,Maverix Metals,Metals & Mining,648331200
MMYT,MakeMyTrip,Internet & Direct Marketing Retail,2713631978
MN,Manning & Napier,Capital Markets,239053737
MNDO,MIND CTI,Software,47245102
MNDT,Mandiant,Software,5146901490
MNDY,monday.com,Software-Application,4756298691
MNKD,MannKind,Biotechnology,1005208703
MNMD,Mind Medicine (MindMed),Biotechnology,269055071
MNOV,MediciNova,Biotechnology,121144111
MNPR,Monopar Therapeutics,Biotechnology,29658407
MNRL,Brigham Minerals,"Oil, Gas & Consumable Fuels",1598789500
MNRO,Monro,Specialty Retail,1471831906
MNSB,MainStreet Bancshares,Banks,171526171
MNSO,Miniso Group Holding,Specialty Retail,2429688575
MNST,Monster Beverage,Beverages,50101579700
MNTK,Montauk Renewables,Utilities-Diversified,1339825273
MNTN,Everest Consolidator Acquisition,Blank Check / SPAC,215193740
MNTS,Momentus,Aerospace & Defense,176606574
MNTV,Momentive Global,Software,1348787581
MNTX,Manitex International,Machinery,127977635
MO,Altria Group,Tobacco,76496158690
MOBQ,Mobiquity Technologies,Media,12726528
MOD,Modine Manufacturing Company,Auto Components,550394038
MODN,Model N,Software,946011129
MODV,ModivCare,Health Care Providers & Services,1242176210
MOFG,MidWestOne Financial Group,Banks,470728579
MOG.A,Moog Inc.,Aerospace & Defense,2561132255
MOG.B,Moog Inc.,Aerospace & Defense,2561133279
MOGO,Mogo Inc.,Consumer Finance,67126423
MOGU,"Mogu, Inc.",Internet & Direct Marketing Retail,18586559
MOH,Molina Healthcare,Health Care Providers & Services,16606229434
MOHO,ECMOHO,Internet & Direct Marketing Retail,8842861
MOLN,Molecular Partners AG,Biotechnology,224466428
MOMO,Hello Group,Interactive Media & Services,1051286847
MON,Monument Circle Acquisition,Blank Check / SPAC,306874980
MOR,MorphoSys AG,Biotechnology,693910014
MORF,Morphic Holding,Biotechnology,850728762
MORN,Morningstar,Capital Markets,10237396908
MOS,The Mosaic Company,Chemicals,16984710105
MOTS,Motus GI Holdings,Health Care Equipment & Supplies,14535813
MOV,Movado Group,"Textiles, Apparel & Luxury Goods",712419000
MOVE,Movano,Internet Software & Services,81303328
MOXC,Moxian,Internet & Direct Marketing Retail,35554700
MP,MP Materials,Metals & Mining,5602752498
MPAA,Motorcar Parts of America,Auto Components,257720062
MPAC,Model Performance Acquisition,Blank Check / SPAC,76807114
MPB,Mid Penn Bancorp,Banks,433351982
MPC,Marathon Petroleum,"Oil, Gas & Consumable Fuels",45703258106
MPLN,MultiPlan,Health Information Services,3508181243
MPLX,MPLX LP,"Oil, Gas & Consumable Fuels",30024818682
MPRA,Mercato Partners Acquisition,Blank Check / SPAC,286062490
MPW,Medical Properties Trust,Equity Real Estate Investment Trusts ...,9385564156
MPWR,Monolithic Power Systems,Semiconductors & Semiconductor Equipment,17022363579
MPX,Marine Products,Leisure Products,320598075
MQ,Marqeta,Software-Infrastructure,4589638135
MRAI,Marpai,Healthcare Plans,20096703
MRAM,Everspin Technologies,Semiconductors & Semiconductor Equipment,101168670
MRBK,Meridian,Banks,183738290
MRC,MRC Global,Trading Companies & Distributors,835669885
MRCC,Monroe Capital,Capital Markets,201279917
MRCY,Mercury Systems,Aerospace & Defense,3691084800
MREO,Mereo BioPharma Group,Biotechnology,162604975
MRIN,Marin Software,Software,25840888
MRK,Merck & Co.,Pharmaceuticals,2.33713E+11
MRKR,Marker Therapeutics,Biotechnology,28925321
MRM,Medirom Healthcare Technologies,Personal Services,29930207
MRNA,Moderna,Biotechnology,59644108701
MRNS,Marinus Pharmaceuticals,Pharmaceuticals,176810204
MRO,Marathon Oil,"Oil, Gas & Consumable Fuels",15958431734
MRSN,Mersana Therapeutics,Biotechnology,449069695
MRTN,Marten Transport,Road & Rail,1380798457
MRTX,Mirati Therapeutics,Biotechnology,3952404670
MRUS,Merus,Biotechnology,972473710
MRVI,Maravai LifeSciences Holdings,Biotechnology,7503086064
MRVL,Marvell Technology,Semiconductors & Semiconductor Equipment,36163244021
MS,Morgan Stanley,Capital Markets,1.34257E+11
MSA,MSA Safety,Commercial Services & Supplies,4800553358
MSAC,Medicus Sciences Acquisition,Blank Check / SPAC,113594690
MSB,Mesabi Trust,Metals & Mining,328131200
MSBI,Midland States Bancorp,Banks,542555435
MSC,Studio City International Holdings,"Hotels, Restaurants & Leisure",392879520
MSCI,MSCI Inc.,Capital Markets,33947228023
MSDA,MSD Acquisition,Blank Check / SPAC,703656249
MSEX,Middlesex Water Company,Water Utilities,1589809968
MSFT,Microsoft,Software,1.94141E+12
MSGE,Madison Square Garden Entertainment,Entertainment,1817394560
MSGM,Motorsport Games,Electronic Gaming & Multimedia,7717415
MSGS,Madison Square Garden Sports,Entertainment,3727473904
MSI,Motorola Solutions,Communications Equipment,35145752499
MSM,MSC Industrial Direct Company,Trading Companies & Distributors,4182049470
MSN,Emerson Radio,Household Durables,13214815
MSPR,MSP Recovery,Shell Companies,28090633
MSSA,Metal Sky Star Acquisition,Blank Check / SPAC,147638189
MSTR,MicroStrategy,Software,1884084075
MSVB,Mid-Southern Bancorp,Thrifts & Mortgage Finance,39171880
MT,ArcelorMittal,Metals & Mining,20093069297
MTA,Metalla Royalty & Streaming,Metals & Mining,218344989
MTAC,MedTech Acquisition,Blank Check / SPAC,307656250
MTAL,Metals Acquisition,Blank Check / SPAC,323811995
MTB,M&T Bank,Banks,28654688111
MTBC,CareCloud,Health Care Technology,52279367
MTC,MMTec,Software,6503001
MTCH,Match Group,Interactive Media & Services,20417042426
MTCR,Metacrine,Biotechnology,20219395
MTD,Mettler-Toledo International,Life Sciences Tools & Services,26351105393
MTDR,Matador Resources Company,"Oil, Gas & Consumable Fuels",5523524579
MTEK,Maris-Tech,Electronic Components,9226253
MTEM,Molecular Templates,Biotechnology,48891155
MTEX,"Mannatech,",Personal Products,32417214
MTG,MGIC Investment,Thrifts & Mortgage Finance,3965988861
MTH,Meritage Homes,Household Durables,2832487127
MTL,Mechel PAO,Metals & Mining,1206171006
MTLS,Materialise NV,Software,797947898
MTMT,Mega Matrix,Rental & Leasing Services,37763734
MTN,Vail Resorts,"Hotels, Restaurants & Leisure",8988905315
MTNB,Matinas BioPharma Holdings,Biotechnology,171323343
MTOR,Meritor,Machinery,2570641131
MTP,Midatech Pharma,Biotechnology,10834285
MTR,Mesa Royalty Trust,"Oil, Gas & Consumable Fuels",20275859
MTRN,Materion,Metals & Mining,1487486655
MTRX,Matrix Service Company,Energy Equipment & Services,132612965
MTRY,Monterey Bio Acquisition,Blank Check / SPAC,144037500
MTSI,MACOM Technology Solutions Holdings,Semiconductors & Semiconductor Equipment,3094052346
MTTR,Matterport,Software-Application,1020706045
MTVC,Motive Capital Corp II,Blank Check / SPAC,422024121
MTW,The Manitowoc Company,Machinery,374030328
MTX,Minerals Technologies,Chemicals,2033330544
MTZ,MasTec,Construction & Engineering,5480458712
MU,Micron Technology,Semiconductors & Semiconductor Equipment,59909345231
MUDS,Mudrick Capital Acquisition II,Blank Check / SPAC,398672152
MUFG,Mitsubishi UFJ Financial Group,Banks,68486959099
MULN,Mullen Automotive,Auto Manufacturers,515711903
MUR,Murphy Oil,"Oil, Gas & Consumable Fuels",4721755110
MURF,Murphy Canyon Acquisition,Blank Check / SPAC,151051800
MUSA,Murphy USA,Specialty Retail,5733842835
MUX,McEwen Mining,Metals & Mining,203938687
MVBF,MVB Financial,Banks,390650703
MVIS,MicroVision,"Electronic Equipment, Instruments & C...",652579519
MVST,Microvast Holdings,Electrical Equipment & Parts,671636606
MWA,Mueller Water Products,Machinery,1843473406
MX,MagnaChip Semiconductor,Semiconductors & Semiconductor Equipment,628072628
MXC,Mexco Energy,"Oil, Gas & Consumable Fuels",35379436
MXCT,MaxCyte,Medical Devices,6427482063
MXL,MaxLinear,Semiconductors & Semiconductor Equipment,2453828835
MYE,Myers Industries,Containers & Packaging,825006507
MYFW,First Western Financial,Banks,256544318
MYGN,Myriad Genetics,Biotechnology,1496793722
MYMD,MyMD Pharmaceuticals,Biotechnology,89056183
MYNA,Mynaric AG,Communication Equipment,150509693
MYNZ,Mainz Biomed B.V.,Diagnostics & Research,131228690
MYO,Myomo,Health Care Equipment & Supplies,11422509
MYOV,Myovant Sciences,Biotechnology,1235503990
MYPS,PLAYSTUDIOS,Electronic Gaming & Multimedia,526115166
MYRG,MYR Group,Construction & Engineering,1466638038
MYSZ,My Size,Software,5420634
MYTE,MYT Netherlands Parent B.V.,Luxury Goods,817880633
NAAC,North Atlantic Acquisition,Blank Check / SPAC,466784990
NAAS,NaaS Technology,Specialty Retail,1278535164
NABL,N-able,Information Technology Services,1594099962
NAII,Natural Alternatives International,Personal Products,64210698
NAK,Northern Dynasty Minerals,Metals & Mining,139967615
NAOV,NanoVibronix,Health Care Equipment & Supplies,17364233
NAPA,The Duckhorn Portfolio,Beverages-Wineries & Distilleries,2303360000
NARI,Inari Medical,Health Care Equipment & Supplies,3647590101
NAT,Nordic American Tankers,"Oil, Gas & Consumable Fuels",417463070
NATH,Nathan's Famous,"Hotels, Restaurants & Leisure",240530517
NATI,National Instruments,"Electronic Equipment, Instruments & C...",4069017573
NATR,Nature's Sunshine Products,Personal Products,211301580
NAUT,Nautilus Biotechnology,Biotechnology,332313534
NAVB,Navidea Biopharmaceuticals,Biotechnology,20189267
NAVI,Navient,Consumer Finance,2117784699
NBEV,NewAge,Beverages,34280835
NBHC,National Bank Holdings,Banks,1167411303
NBIX,Neurocrine Biosciences,Biotechnology,9485987772
NBN,Northeast Bank,Banks,286311204
NBR,Nabors Industries,Energy Equipment & Services,1232490793
NBRV,Nabriva Therapeutics,Pharmaceuticals,11383183
NBSE,NeuBase Therapeutics,Biotechnology,32581285
NBST,Newbury Street Acquisition,Blank Check / SPAC,162785786
NBTB,NBT Bancorp,Banks,1634243937
NBTX,Nanobiotix,Biotechnology,122414412
NBY,NovaBay Pharmaceuticals,Pharmaceuticals,13854424
NC,NACCO Industries,"Oil, Gas & Consumable Fuels",289833078
NCAC,Newcourt Acquisition,Blank Check / SPAC,327730239
NCLH,Norwegian Cruise Line Holdings,"Hotels, Restaurants & Leisure",4748413944
NCMI,National CineMedia,Media,76718327
NCNA,NuCana,Biotechnology,32387619
NCNO,nCino,Software,3550611941
NCR,NCR Corporation,"Technology Hardware, Storage & Periph...",4149907939
NCSM,NCS Multistage Holdings,Energy Equipment & Services,73332735
NCTY,The9 Limited,Entertainment,41719250
NDAC,Nightdragon Acquisition,Blank Check / SPAC,431443229
NDAQ,Nasdaq,Capital Markets,25622249397
NDLS,Noodles & Company,"Hotels, Restaurants & Leisure",213589692
NDRA,ENDRA Life Sciences,Health Care Equipment & Supplies,14416420
NDSN,Nordson,Machinery,11654190949
NE,Noble,Oil & Gas Drilling,1654531180
NECB,NorthEast Community Bancorp,Thrifts & Mortgage Finance,191785209
NEE,NextEra Energy,Electric Utilities,1.5826E+11
NEGG,Newegg Commerce,Internet Retail,1360566015
NEM,Newmont,Metals & Mining,48547631058
NEN,New England Realty Associates LP,Real Estate Management & Development,278450841
NEO,NeoGenomics,Life Sciences Tools & Services,1044224443
NEOG,Neogen,Health Care Equipment & Supplies,2619467002
NEON,Neonode,"Electronic Equipment, Instruments & C...",68694560
NEP,NextEra Energy Partners LP,Independent Power and Renewable Elect...,6422119392
NEPH,Nephros,Household Durables,15478200
NEPT,Neptune Wellness Solutions,Personal Products,10467993
NERV,Minerva Neurosciences,Biotechnology,19171318
NESR,National Energy Services Reunited,Energy Equipment & Services,622169785
NET,Cloudflare,Software,14974278621
NETC,Nabors Energy Transition,Blank Check / SPAC,345000000
NETI,Eneti,Marine,237914013
NEU,NewMarket,Chemicals,3106558515
NEWP,New Pacific Metals,"Electronic Equipment, Instruments & C...",448041405
NEWR,New Relic,Software,3461781997
NEWT,Newtek Business Services,Capital Markets,471624672
NEX,NexTier Oilfield Solutions,Energy Equipment & Services,2308580607
NEXA,Nexa Resources,Metals & Mining,807877887
NEXI,NexImmune,Biotechnology,39287896
NEXT,NextDecade,"Oil, Gas & Consumable Fuels",565238462
NFBK,Northfield Bancorp,Thrifts & Mortgage Finance,650812415
NFE,New Fortress Energy,"Oil, Gas & Consumable Fuels",8221293041
NFG,National Fuel Gas Company,Gas Utilities,6187892729
NFGC,New Found Gold,Gold,775220715
NFLX,Netflix,Entertainment,79947104140
NFNT,Infinite Acquisition,Blank Check / SPAC,340860000
NFYS,Enphys Acquisition,Blank Check / SPAC,415293759
NG,NovaGold Resources,Metals & Mining,1630017788
NGC,Northern Genesis Acquisition III,Blank Check / SPAC,210604074
NGD,New Gold,Metals & Mining,757130943
NGG,National Grid,Multi-Utilities,48115023832
NGL,NGL Energy Partners LP,"Oil, Gas & Consumable Fuels",197350960
NGM,NGM Biopharmaceuticals,Pharmaceuticals,1012907003
NGMS,NeoGames,"Hotels, Restaurants & Leisure",344451190
NGS,Natural Gas Services Group,Energy Equipment & Services,132256200
NGVC,Natural Grocers by Vitamin Cottage,Food & Staples Retailing,368724751
NGVT,Ingevity,Chemicals,2459494361
NH,NantHealth,Health Care Technology,49270520
NHC,National HealthCare,Health Care Providers & Services,1096767475
NHI,National Health Investors,Equity Real Estate Investment Trusts ...,2823963090
NHIC,NewHold Investment II,Blank Check / SPAC,191635434
NHTC,Natural Health Trends,Personal Products,57226725
NHWK,NightHawk Biosciences,Biotechnology,65406987
NI,NiSource,Multi-Utilities,12194230260
NIC,Nicolet Bankshares,Banks-Regional,975889614
NICE,NICE Ltd.,Software,12274304926
NICK,Nicholas Financial,Consumer Finance,69236000
NILE,BitNile Holdings,Aerospace & Defense,90001919
NINE,Nine Energy Service,Energy Equipment & Services,86379216
NIO,NIO Inc.,Automobiles,36614033390
NISN,Nisun International Enterprise Development Group,Credit Services,22885239
NIU,Niu Technologies,Automobiles,656159101
NJR,New Jersey Resources,Gas Utilities,4373986777
NKE,"Nike, Inc.","Textiles, Apparel & Luxury Goods",1.59234E+11
NKLA,Nikola,Machinery,1987771133
NKSH,National Bankshares,Banks,194148468
NKTR,Nektar Therapeutics,Pharmaceuticals,698527485
NKTX,Nkarta,Biotechnology,637968700
NL,NL Industries,Commercial Services & Supplies,448008795
NLIT,Northern Lights Acquisition,Blank Check / SPAC,152163162
NLOK,NortonLifeLock,Software,12923826165
NLS,Nautilus,Leisure Products,54439119
NLSN,Nielsen Holdings,Professional Services,8495948778
NLSP,NLS Pharmaceutics,Biotechnology,10378966
NLTX,Neoleukin Therapeutics,Biotechnology,42083211
NLY,Annaly Capital Management,Mortgage Real Estate Investment Trust...,9491001338
NM,Navios Maritime Holdings,Marine,47931027
NMFC,New Mountain Finance,Capital Markets,1242847742
NMG,Nouveau Monde Graphite,Other Industrial Metals & Mining,274278558
NMIH,NMI Holdings,Thrifts & Mortgage Finance,1456456696
NMM,Navios Maritime Partners,Marine,693023467
NMMC,North Mountain Merger,Shell Companies,163989504
NMR,Nomura Holdings,Capital Markets,11065230335
NMRD,Nemaura Medical,Health Care Equipment & Supplies,61944450
NMRK,Newmark Group,Real Estate Management & Development,2413916410
NMTC,NeuroOne Medical Technologies,Health Care Equipment & Supplies,13596062
NMTR,9 Meters Biopharma,Pharmaceuticals,58273167
NN,NextNav,Internet Content & Information,223078079
NNBR,"NN, Inc.",Machinery,106214526
NNDM,Nano Dimension,"Technology Hardware, Storage & Periph...",797980222
NNI,Nelnet,Consumer Finance,3240610788
NNN,National Retail Properties,Equity Real Estate Investment Trusts ...,7826280923
NNOX,Nano-X Imaging,Health Care Equipment & Supplies,566113915
NNVC,NanoViricides,Biotechnology,21837060
NOA,North American Construction Group,Energy Equipment & Services,315520667
NOAC,Natural Order Acquisition,Blank Check / SPAC,283477855
NOAH,Noah Holdings,Capital Markets,1224632434
NOC,Northrop Grumman,Aerospace & Defense,75603779299
NODK,NI Holdings,Insurance,363971328
NOG,Northern Oil & Gas,"Oil, Gas & Consumable Fuels",2020076160
NOK,Nokia,Communications Equipment,26260774911
NOMD,Nomad Foods,Food Products,3519007738
NOTV,Inotiv,Life Sciences Tools & Services,250304121
NOV,NOV Inc.,Energy Equipment & Services,6638286335
NOVA,Sunnova Energy International,Independent Power and Renewable Elect...,2119453174
NOVN,Novan,Pharmaceuticals,48947679
NOVT,Novanta,"Electronic Equipment, Instruments & C...",4269508236
NOVV,Nova Vision Acquisition,Blank Check / SPAC,75555900
NOW,ServiceNow,Software,97094803178
NP,Neenah,Paper & Forest Products,561897707
NPAB,New Providence Acquisition II,Blank Check / SPAC,312187480
NPCE,NeuroPace,Medical Devices,122780437
NPK,National Presto Industries,Aerospace & Defense,466392627
NPO,EnPro Industries,Machinery,1696880316
NPTN,NeoPhotonics,Semiconductors & Semiconductor Equipment,839537074
NR,Newpark Resources,Energy Equipment & Services,290912287
NRAC,Noble Rock Acquisition,Blank Check / SPAC,296441240
NRBO,NeuroBo Pharmaceuticals,Biotechnology,12531046
NRC,National Research,Health Care Providers & Services,979054384
NRDS,NerdWallet,Credit Services,566953983
NRDY,Nerdy,Software-Application,203923694
NREF,NexPoint Real Estate Finance,REIT-Mortgage,560771195
NRG,NRG Energy,Independent Power and Renewable Elect...,9216110560
NRGV,Energy Vault Holdings,Utilities-Renewable,1108853753
NRIM,Northrim BanCorp,Banks,234407327
NRIX,Nurix Therapeutics,Biotechnology,598736637
NRP,Natural Resource Partners LP,"Oil, Gas & Consumable Fuels",469350142
NRSN,NeuroSense Therapeutics,Biotechnology,38524200
